articlesShortDescription,Date
China unexpectedly posted its first trade gap in three years in February as a construction boom pushed imports much higher than expected and as increasing U.S. protectionist rhetoric casts a spotlight on the export giant's trade position.,2017-03-08 05:47:53
"BEIJING, March 8 - China unexpectedly posted a rare trade deficit in February as imports surged far more than expected to feed a months-long construction boom, driven by commodities from iron ore and copper to crude oil and coal.",2017-03-08 05:41:45
"BEIJING, March 8 - China unexpectedly posted a rare trade deficit in February as imports surged far more than expected to feed a months-long construction boom, driven by commodities from iron ore and copper to crude oil and coal.",2017-03-08 05:41:45
The following are the top stories on the New York Times business pages. Reuters has not verified these stories and does not vouch for their accuracy.,2017-03-08 05:31:20
"Chinese steel exports tumbled to a three-year low in February, customs data showed on Wednesday, lower than expectations, as steelmakers in the world's top producer shifted to meeting rising demand at home.",2017-03-08 04:48:21
The state of Hawaii said in a court motion on Tuesday that it intends to seek a temporary restraining order on Wednesday against President Donald Trump's new executive order restricting travel from six Muslim-majority countries.,2017-03-08 01:41:40
"The state of Hawaii said it will ask a federal court on Wednesday for an emergency halt to President Donald Trump's new executive order restricting travel from six Muslim-majority countries, becoming the first state to challenge the ban in court.",2017-03-08 00:17:47
"Iraq was dropped from President Donald Trump's revised travel ban because of both the steps it is taking to better vet potential travelers and its cooperation in the fight to destroy Islamic State, the U.S. State Department said on Tuesday.",2017-03-07 20:31:58
"President Hassan Rouhani should apologize to the Iranian people if he cannot show that the economy has improved, one of Iran's most prominent hardliners said on Tuesday, setting a battle line for a presidential election in May.",2017-03-07 20:01:38
Highlights of the day for U.S. President Donald Trump's administration on Tuesday:,2017-03-07 18:59:53
"U.S. President Donald Trump's administration pledged on Tuesday to show ""great strictness"" over restrictions on Iran's nuclear activities imposed by a deal with major powers, but gave little indication of what that might mean for the agreement.",2017-03-07 18:17:49
Russia's Defense Ministry said on Tuesday that a ceasefire had been agreed in Eastern Ghouta in Syria's Damascus province until March 20.,2017-03-07 16:25:53
"The following is the full text of a speech by Saudi Khalid Al-Falih, minister for energy, industry and mineral resources of Saudi Arabia at CERAWeek in Houston on Tuesday.",2017-03-07 16:25:07
Saudi Energy Minister Khalid al-Falih said on Tuesday that oil market fundamentals were improving after an agreement struck with top oil producers to curb supply and end a two-year glut took effect.,2017-03-07 15:35:09
Saudi Energy Minister Khalid al-Falih said on Tuesday that oil market fundamentals were improving after an agreement struck with top oil producers to curb supply and end a two-year glut took effect.,2017-03-07 15:35:09
Saudi Oil Minister Khalid al-Falih said on Tuesday that oil market fundamentals are improving as an agreement to curb supply by OPEC and non-OPEC producers took effect.,2017-03-07 15:31:05
"Chinese telecom equipment maker ZTE Corp has agreed to plead guilty and pay nearly $900 million in a U.S. sanctions case, drawing a line under a damaging scandal that had threatened its cut off its supply chain.",2017-03-07 14:50:36
"Chinese telecom equipment maker ZTE Corp has agreed to plead guilty and pay nearly $900 million in a U.S. sanctions case, drawing a line under a damaging scandal that had threatened its cut off its supply chain.",2017-03-07 14:50:36
"China telecom equipment maker ZTE Corp has agreed to pay more than $800 million to settle with U.S. authorities over allegations it violated U.S. laws restricting the sale of American-made technology to Iran, according to a person familiar with the matter.",2017-03-07 14:45:17
"Iran's crude oil exports hit a record 3 million barrels per day in the Iranian month of Esfand (late February to late March), the Islamic Republic News Agency (IRNA) reported on Tuesday, citing the oil minister.",2017-03-07 14:30:58
"Chinese iron ore futures fell for a third straight day on Tuesday, pressured by a rising mountain of the raw material at China's ports and weaker steel prices.",2017-03-07 09:40:11
Sudan's foreign ministry said it was disappointed with U.S. President Donald Trump's revised executive order banning citizens from six Muslim-majority nations from traveling to the United States.,2017-03-07 09:07:32
"The military chiefs of staff of Russia, the United States and Turkey are meeting in Turkey to discuss Syria and Iraq, Russia's news agency Interfax said on Tuesday citing Russia's Defence Ministry. (Reporting by Vladimir Soldatkin, writing by Dasha Afanasieva)",2017-03-07 07:28:53
Malaysia said on Tuesday that suspected militants from Yemen arrested late last month ahead of a visit by Saudi King Salman had been planning an attack on Arab royalty.,2017-03-07 07:20:43
"China's biggest steelmaking province, Hebei, will close its last ""zombie"" steel mills by the end of next year, the governor said on Tuesday, marking a small victory in the country's years-long battle to clean up its air and cut excess capacity.",2017-03-07 03:49:03
"China's biggest steelmaking province, Hebei, will close its eight remaining ""zombie"" steel mills in the next two years, Governor Zhang Qingwei said on Tuesday at a briefing on the sidelines of parliament's annual meeting.",2017-03-07 03:38:59
"The new, more narrowly tailored temporary travel ban President Donald Trump signed on Monday will be more difficult to challenge successfully in court, legal experts said.",2017-03-06 23:12:00
"The new, more narrowly tailored temporary travel ban President Donald Trump signed on Monday will be more difficult to challenge successfully in court, legal experts said.",2017-03-06 23:12:00
"Six years of violence and bloodshed have spawned a mental health crisis among Syria's children whose impact will be felt for decades, international charity Save the Children said on Tuesday.",2017-03-06 22:10:23
The Iraqi oil minister said on Monday that it was too early to say if OPEC should extend output curbs and that Baghdad was ready to participate if the producer group decided to prolong supply caps into the second half of the year.,2017-03-06 21:27:19
"The U.S. Senate Foreign Relations Committee's Republican chairman said on Monday he was ""very encouraged"" by the approach President Donald Trump's administration took to its new immigration executive order, and pleased that Iraq was removed from the list of countries subject...",2017-03-06 20:06:58
EU foreign ministers on Monday said the bloc would strengthen diplomacy to promote the fight against climate change in the face of a possible U.S. exit from the Paris agreement.,2017-03-06 17:45:24
"Oil giant Saudi Aramco will be listed locally and abroad in the second half of 2018, and the process is going according to plans, Chief Executive Amin Nasser said on Monday.",2017-03-06 16:31:17
"Multiple fast-attack vessels from Iran's Islamic Revolutionary Guard Corps came close to a U.S. Navy ship in the Strait of Hormuz on Saturday, forcing it to change direction, a U.S. official told Reuters on Monday.",2017-03-06 16:02:50
"The FBI is investigating 300 people who were admitted into the United States as refugees as part of 1,000 counterterrorism investigations involving Islamic State or individuals inspired by the militant group, congressional sources told Reuters on Monday, citing senior administration...",2017-03-06 15:57:31
"The chief of the U.N. atomic watchdog said on Monday he was confident following a visit to Washington of ""very good cooperation"" with the United States on Iran's nuclear deal, despite President Donald Trump's hawkish comments.",2017-03-06 15:21:00
Workers at Venezuelan steelmaker Sidor are planting sunflowers and vegetables on company premises to ease a national food deficit as steel output has almost ground to a halt nine years after the company was taken over by the government.,2017-03-06 14:26:18
"Bahrain's justice ministry filed a lawsuit on Monday seeking to dissolve a main opposition group on the grounds that it undermined security, state news agency BNA reported.",2017-03-06 12:24:28
"China's determination to tackle its choking pollution by cutting steel and coal capacity should be a long-term negative for exporters of iron ore and coal to the world's biggest commodity importer, but the reality is likely to be far more nuanced.",2017-03-06 12:00:47
The following are the top stories from selected Canadian newspapers. Reuters has not verified these stories and does not vouch for their accuracy.,2017-03-06 11:39:30
"President Donald Trump signed a revised executive order on Monday banning citizens from six Muslim-majority nations from traveling to the United States but removing Iraq from the list, after his controversial first attempt was blocked in the courts.",2017-03-06 11:07:57
"President Donald Trump signed a revised executive order on Monday banning citizens from six Muslim-majority nations from traveling to the United States but removing Iraq from the list, after his controversial first attempt was blocked in the courts.",2017-03-06 11:07:57
"China's determination to tackle its choking pollution by cutting steel and coal capacity should be a long-term negative for exporters of iron ore and coal to the world's biggest commodity importer, but the reality is likely to be far more nuanced.",2017-03-06 10:35:39
"The northern Syrian city of Manbij is under the protection of the U.S.-led coalition against Islamic State after an increase in ""Turkish threats"" against the city, a Kurdish-allied militia that controls the city said.",2017-03-06 07:03:19
"Oil inventories onshore and offshore are responding to production cuts implemented by OPEC, the secretary general of the organization, Mohammad Barkindo, said on Sunday.",2017-03-06 02:04:21
"Bills to reform Brazil's mining industry are expected to go before Congress in late March or early April and could be enacted by 110 days after that, the country's mines and energy minister said in an interview on Sunday.",2017-03-05 22:16:01
"Iran has indicted a member of its nuclear negotiating team who was arrested last year on suspicion of spying, and detained an Iranian-American on charges of defrauding people under the guise of helping them emigrate, the Iranian judiciary said on Sunday.",2017-03-05 15:35:27
"Iran and neighboring Azerbaijan agreed on Sunday to work towards completing their portion of a planned freight railway route from Europe to South Asia, Iranian state media reported.",2017-03-05 14:18:21
Prime Minister Benjamin Netanyahu said he would meet Russian President Vladimir Putin in Moscow on Thursday to voice opposition to what the Israeli leader charged were Iran's attempts to establish a permanent military foothold in Syria.,2017-03-05 11:52:53
"Drones fired missiles at suspected al Qaeda targets in two separate attacks in Yemen on Saturday, local sources said, in what appeared to be a third successive day of U.S. strikes against militants in the Arab country.",2017-03-04 21:45:19
"The Syrian army has expanded its control over former Islamic State-held villages in northwest Syria, gaining more territory as it pushes back the jihadists from more pockets in Aleppo province, state media said on Saturday.",2017-03-04 19:18:55
"Syria's chief negotiator said on Saturday that the ""only thing"" achieved at 10-day talks in Geneva was an agreed agenda and that the government wanted a unified opposition delegation as its negotiating partner.",2017-03-04 11:58:23
"Syria's chief negotiator said on Saturday that the ""only thing"" achieved at 10-day talks in Geneva was an agreed agenda and that the government wanted a unified opposition delegation as its negotiating partner.",2017-03-04 11:58:23
"The number of civilians escaping the fighting in Mosul has increased significantly as battles intensify between U.S.-backed Iraqi forces and Islamic State militants, and some have been exposed to chemical agents, the Red Cross said on Friday.",2017-03-03 16:52:16
"The number of civilians escaping the fighting in Mosul has increased significantly as battles intensify between U.S.-backed Iraqi forces and Islamic State militants, and some have been exposed to chemical agents, the Red Cross said on Friday.",2017-03-03 16:52:16
The Russian Defense Ministry said on Friday that Russian military advisers had planned and overseen the Syrian army's recapture of the city of Palmyra and that Russian warplanes and special forces had played a decisive role.,2017-03-03 12:59:25
Syria's first U.N.-led peace talks in almost a year ended on Friday without breakthrough but the United Nations mediator said the warring parties now had a clear agenda to pursue a political solution to the country's six-year-long conflict.,2017-03-03 10:57:21
Syria's first U.N.-led peace talks in almost a year ended on Friday without breakthrough but the United Nations mediator said the warring parties now had a clear agenda to pursue a political solution to the country's six-year-long conflict.,2017-03-03 10:57:21
Syria's first U.N.-led peace talks in almost a year ended on Friday without breakthrough but the United Nations mediator said the warring parties now had a clear agenda to pursue a political solution to the country's six-year-long conflict.,2017-03-03 10:57:21
China has set itself a staggering task to cure its smothering pollution: switching coal-fired boilers and heating systems in at least 1.2 million households in 28 of its smoggiest northern cities to run on gas or electricity. By October.,2017-03-03 10:04:47
China has set itself a staggering task to cure its smothering pollution: switching coal-fired boilers and heating systems in at least 1.2 million households in 28 of its smoggiest northern cities to run on gas or electricity. By October.,2017-03-03 10:04:47
"World's top crude exporter Saudi Arabia cut April prices of light crude it sells to Asia for the first time in three months in a bid to shore up demand in an oversupplied market, trade sources said on Friday.",2017-03-03 09:19:41
"Clashes broke out between rival Kurdish groups in northwestern Iraq on Friday after a force loyal to one party was deployed to an area controlled by another, two Kurdish security sources said.",2017-03-03 06:37:56
"Rival Kurdish groups clashed in Iraq's northwestern Sinjar region on Friday, two Kurdish security sources said.",2017-03-03 06:37:16
"* Iron ore price nearly doubles in a year, closing in on $100/T",2017-03-02 23:01:48
"Chinese telecom equipment maker ZTE Corp <000063.SZ><0763.HK> is nearing an agreement to plead guilty to U.S. criminal charges and pay hundreds of millions of dollars in penalties over allegations it violated U.S. laws that restrict sale of U.S. technology to Iran, a person...",2017-03-02 17:07:45
"Turkey is ruling out compromise with the United States over the involvement of Kurdish militia fighters in an assault in Syria, an obstacle for Washington's plan to deploy its strongest allies on the ground in a decisive showdown with Islamic State.",2017-03-02 15:31:05
"Turkey is ruling out compromise with the United States over the involvement of Kurdish militia fighters in an assault in Syria, an obstacle for Washington's plan to deploy its strongest allies on the ground in a decisive showdown with Islamic State.",2017-03-02 15:31:05
The Syrian opposition declined to congratulate Syrian President Bashar al-Assad on retaking historic Palmyra from Islamic State militants on Thursday and suggested the sight of the city changing hands again was risible.,2017-03-02 14:53:56
"Syria's warring sides both claimed U.N. peace talks in Geneva were going their way on Thursday, but the chief government negotiator and Syria's ally Russia accused the main opposition delegation of trying to wreck the talks.",2017-03-02 13:35:12
"Syria's warring sides both claimed U.N. peace talks in Geneva were going their way on Thursday, but the chief government negotiator and Syria's ally Russia accused the main opposition delegation of trying to wreck the talks.",2017-03-02 13:35:12
"Syria's warring sides both claimed U.N. peace talks in Geneva were going their way on Thursday, but the chief government negotiator and Syria's ally Russia accused the main opposition delegation of trying to wreck the talks.",2017-03-02 13:35:12
"The lead Syrian opposition negotiator at peace talks in Geneva said he hoped U.S. President Donald Trump would correct the ""catastrophic"" errors of his predecessor Barack Obama to become a reliable partner against ""devilish"" Iran.",2017-03-02 13:27:10
"The lead Syrian opposition negotiator at peace talks in Geneva said he hoped U.S. President Donald Trump would correct the ""catastrophic"" errors of his predecessor Barack Obama to become a reliable partner against ""devilish"" Iran.",2017-03-02 13:27:10
"Rocketing iron ore prices may prompt Chinese producers to reopen mines shuttered years ago in a sector downturn, potentially tightening the market for marginal foreign suppliers to the world's biggest importing country, industry executives say.",2017-03-02 10:35:55
"Syrian peace talks involving the armed opposition and Russia, Iran and Turkey are scheduled to take place in Kazakhstan on March 14, Russian news agencies reported on Wednesday, citing a source close to the talks.",2017-03-01 14:52:23
"Iranian President Hassan Rouhani and Turkey's President Tayyip Erdogan agreed on Wednesday to improve ties, including in the fight against terrorism, Iran's state news agency IRNA said, following some angry exchanges between the regional rivals.",2017-03-01 13:54:36
"Syrian government aircraft deliberately bombed and strafed a humanitarian convoy, killing 14 aid workers and halting relief operations, U.N. investigators said on Wednesday in a report identifying war crimes committed by both sides in Syria's war.",2017-03-01 13:13:45
"Both sides in the battle for Aleppo committed war crimes, including Syrian government aircraft that ""deliberately"" bombed and strafed a humanitarian convoy, killing 14 aid workers and halting relief operations, U.N. investigators said on Wednesday.",2017-03-01 13:01:46
"Bullish and cautious aren't usually words found in the same sentence, but it appears that coking coal miners are upbeat about the prospects for the steel-making fuel, though not to the extent of choking off price gains with increased supply.",2017-03-01 12:01:16
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 12:01:09
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 12:01:09
"China has ordered steel and aluminum producers in 28 cities to slash output during winter and required coal transport by rail instead of truck in Tianjin and Hebei province, in Beijing's latest effort to crack down on pollution.",2017-03-01 11:46:16
"Russian-backed Syrian government forces and their allies fought their way into Palmyra on Wednesday, driving back Islamic State militants who have held the historic city since December, the Syrian Observatory for Human Rights monitoring group reported.",2017-03-01 11:45:01
"The chief of the U.N. atomic watchdog will hold talks on Iran's nuclear deal on Thursday for the first time with senior officials from the administration of U.S. President Donald Trump, who has branded it ""the worst deal ever negotiated"".",2017-03-01 11:41:13
"Top oil exporter Saudi Arabia could raise the price of Arab Light crude it sells to Asia in April for a third straight month after Middle East benchmark Dubai crude strengthened on OPEC cuts, four of seven respondents said in a Reuters survey of refiners and traders on Wednesday...",2017-03-01 09:42:48
"Bullish and cautious aren't usually words found in the same sentence, but it appears that coking coal miners are upbeat about the prospects for the steel-making fuel, though not to the extent of choking off price gains with increased supply.",2017-03-01 09:42:47
"U.S. President Donald Trump's administration is reviewing its participation in the U.N. Human Rights Council, seeking reform of its agenda and an end to its ""obsession with Israel"", a senior U.S. official said on Wednesday.",2017-03-01 09:41:58
"U.S.-backed Iraqi army units on Wednesday took control of the last major road out of western Mosul that had been in Islamic State's hands, trapping the militants in a shrinking area within the city, a general and residents said.",2017-03-01 07:00:15
"China has ordered steel and aluminum producers in 28 cities to slash output during winter, outlined plans to curb coal use in the capital and required coal transport by rail in the north, as Beijing intensifies its war on smog, a policy document shows.",2017-03-01 06:55:33
"China has ordered steel and aluminum producers in 28 cities to slash output during winter, outlined plans to curb coal use in the capital and required coal transport by rail in the north, as Beijing intensifies its war on smog, a policy document shows.",2017-03-01 06:55:33
"President Donald Trump's new immigration order will remove Iraq from the list of countries whose citizens face a temporary U.S. travel ban, the Associated Press reported on Tuesday, citing unnamed U.S. officials.",2017-03-01 04:21:34
"Chinese steel production rose by 7.4 percent in January compared with a year earlier, according to the World Steel Association (WSA).",2017-03-01 01:00:54
"The United States gained valuable intelligence from last month's raid in Yemen about al Qaeda in the Arabian Peninsula (AQAP), including its explosives manufacturing, targeting, training and recruitment practices, a senior U.S. official said on Tuesday.",2017-03-01 00:39:27
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 00:11:40
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 00:11:40
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 00:11:40
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-03-01 00:11:40
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-02-28 23:23:01
"In formulating a new executive order limiting travel to the United States, President Donald Trump has promised to make the directive harder to fight successfully in court than the one he issued in January.",2017-02-28 23:23:01
"U.S. President Donald Trump's proposal to slash funding for the State Department and foreign aid faces stiff opposition in Congress, which must pass any spending plan, not just from Democrats, but also from many of his fellow Republicans.",2017-02-28 20:17:08
"U.S. President Donald Trump's proposal to slash funding for the State Department and foreign aid faces stiff opposition in Congress, which must pass any spending plan, not just from Democrats, but also from many of his fellow Republicans.",2017-02-28 20:17:08
"U.S. President Donald Trump's proposal to slash funding for the State Department and foreign aid faces stiff opposition in Congress, which must pass any spending plan, not just from Democrats, but also from many of his fellow Republicans.",2017-02-28 20:03:43
"OPEC has cut its oil output for a second month in February, a Reuters survey found on Tuesday, allowing the exporter group to boost already strong compliance with agreed supply curbs on the back of a steep reduction by Saudi Arabia.",2017-02-28 18:11:55
"OPEC has cut its oil output for a second month in February, a Reuters survey found on Tuesday, allowing the exporter group to boost already strong compliance with agreed supply curbs on the back of a steep reduction by Saudi Arabia.",2017-02-28 18:11:55
A few hundred men who had scurried across front lines in a refugee exodus from Mosul sat on the ground in neat rows before an Iraqi intelligence officer who scanned the crowd for hidden militants.,2017-02-28 16:47:31
"Yemen has food reserves for only 2-4 months, bringing it to the brink of famine as fighting escalates, a senior official of the International Committee of the Red Cross (ICRC) said on Tuesday on return from the country.",2017-02-28 13:27:39
"One of Britain's most senior military commanders met Russian military chiefs in Moscow on Tuesday to discuss how to reduce tensions between the two countries, the Interfax news agency reported.",2017-02-28 13:16:39
"Chinese steel production rose by 7.4 percent in January compared with a year earlier, according to the World Steel Association (WSA).",2017-02-28 12:53:46
Russian Deputy Foreign Minister Gennady Gatilov said on Tuesday that a U.N. Security Council resolution put forward by Western powers to punish Syria's government over its alleged use of chemical weapons would harm peace talks in Geneva.,2017-02-28 12:32:33
Russian Deputy Foreign Minister Gennady Gatilov said on Tuesday that a U.N. Security Council resolution put forward by Western powers to punish Syria's government over its alleged use of chemical weapons would harm peace talks in Geneva.,2017-02-28 12:32:33
"Oil may struggle to rise beyond about $60 a barrel by the end of 2017, even if OPEC extends its supply cuts and global demand continues to improve, as U.S. shale production ramps up.",2017-02-28 12:23:02
Russian President Vladimir Putin said on Tuesday a draft U.N. Security Council resolution put forward by Western powers to sanction Syria's government over the alleged use of chemical weapons was inappropriate.,2017-02-28 12:09:06
"If you did nothing more than look at China's imports of iron ore, you would be satisfied that the robust rally in the price of steel-making ingredient is entirely justified.",2017-02-28 12:02:28
Russian Deputy Foreign Minister Gennady Gatilov said on Tuesday a U.N. Security Council resolution put forward by Western powers to punish Syria's government over its alleged use of chemical weapons would harm peace talks in Geneva.,2017-02-28 11:48:55
Russian Deputy Foreign Minister Gennady Gatilov said on Tuesday a U.N. Security Council resolution put forward by Western powers to punish Syria's government over its alleged use of chemical weapons would harm peace talks in Geneva.,2017-02-28 11:48:55
Russian Deputy Foreign Minister Gennady Gatilov said on Tuesday a U.N. Security Council resolution put forward by Western powers to punish Syria's government over its alleged use of chemical weapons would harm peace talks in Geneva.,2017-02-28 11:48:55
"If you did nothing more than look at China's imports of iron ore, you would be satisfied that the robust rally in the price of steel-making ingredient is entirely justified.",2017-02-28 05:02:36
"The U.S. State Department on Monday issued and then deleted a congratulatory message for an Oscar win by a prominent Iranian director who criticized President Donald Trump's travel ban as ""inhumane.""",2017-02-27 22:48:13
"OPEC's level of compliance with production cuts in January has been acceptable, Iran's oil minister said on Monday, expressing hope for further cooperation from non-OPEC members in the near future.",2017-02-27 16:33:46
"Like a headmaster addressing rowdy pupils, the United Nations envoy for Syria began peace talks in Geneva last week by telling the warring parties to behave and show respect.",2017-02-27 16:21:46
"President Donald Trump is seeking what he called a ""historic"" increase in defense spending, but ran into immediate opposition from Republicans in Congress who must approve his plan and said it was not enough to meet the military's needs.",2017-02-27 15:18:07
"The Iranian government praised the makers of Oscar-winning movie ""The Salesman"" on Monday for boycotting the Hollywood awards ceremony in protest against U.S. President Donald Trump's travel ban on Iranians and people from six other countries.",2017-02-27 10:33:32
"Donald Trump's name was rarely mentioned during Sunday's Academy Awards, but the U.S. president's policies were a running subtext throughout the evening.",2017-02-27 08:13:14
"Talks on consolidating the Syrian ceasefire held in Kazakhstan this year helped jumpstart the United Nations-led peace negotiations in Geneva, Russian President Vladimir Putin said on Monday.",2017-02-27 08:00:33
"Russia has been in talks of buying oil from Iran, Energy Minister Alexander Novak said on Monday, confirming earlier reports.",2017-02-27 07:39:26
"Russia hopes the Syrian opposition will form a joint delegation for the Geneva peace talks, RIA Novosti news agency reported on Monday, citing Russian Deputy Foreign Minister Mikhail Bogdanov.",2017-02-27 06:33:21
"Iran's ""The Salesman,"" a drama about honor and revenge in a modern marriage, won the Oscar on Sunday for best foreign language film.",2017-02-27 03:03:40
"The White House will send federal departments a budget proposal on Monday containing the defense spending increase President Donald Trump promised, financed partly by cuts to the U.S. State Department, Environmental Protection Agency and other non-defense programs, two officials...",2017-02-27 02:17:52
Thousands of people braved London's winter drizzle on Sunday for a screening of the Oscar-nominated movie that has become a rallying point for opponents of U.S. President Donald Trump’s immigration policy.,2017-02-26 19:36:14
"The main opposition group at Syrian peace talks in Geneva wants to meet Russian envoys to discuss what it says are Moscow's broken ceasefire promises, a move diplomats say aims to put pressure on the Russian-backed Syrian government delegation.",2017-02-26 14:54:31
"The main opposition group at Syrian peace talks in Geneva wants to meet Russian envoys to discuss what it says are Moscow's broken ceasefire promises, a move diplomats say aims to put pressure on the Russian-backed Syrian government delegation.",2017-02-26 14:54:31
"An accountant for the Academy Awards botched the meticulous procedure for announcing the Oscar for best picture when he handed victory to ""La La Land"" before declaring ""Moonlight"" the real winner, PricewaterhouseCoopers (PwC) said on Monday.",2017-02-26 13:10:17
"African-American coming-of-age tale ""Moonlight"" won the Oscar for best picture on Sunday on a big night for Hollywood diversity that was overshadowed by an embarrassing onstage gaffe over the top award.",2017-02-26 13:00:24
"U.S.-backed Iraqi forces pushed deeper into western Mosul on Sunday, aiming to capture a bridge across the Tigris which would link the city's government-held eastern bank with the ongoing offensive against remaining militants in the west.",2017-02-26 12:55:32
"President Hassan Rouhani on Sunday accused his hardline critics of wanting to deprive Iranians of the basic joys of life and isolate the country, as an aide said he had decided to run for a second term, state media reported.",2017-02-26 12:15:03
"Islamic State militants are planning ""indiscriminate attacks on innocent civilians"" in Britain on a scale similar to those staged by the Irish Republican Army 40 years ago, the head of the country's new terrorism watchdog said.",2017-02-26 11:20:41
"Iran launched naval drills at the mouth of the Gulf and the Indian Ocean on Sunday, a naval commander said, as tensions with the United States escalated after U.S President Donald Trump put Tehran ""on notice"".",2017-02-26 09:30:48
"U.N. Syria envoy Staffan de Mistura considers that a ""horrific terrorist attack"" in the Syrian city of Homs on Saturday was an attempt to derail the Syria peace talks taking place in Geneva, his office said in an emailed statement.",2017-02-25 20:32:11
"The Syrian opposition delegation attending peace talks in Geneva condemned an attack by suicide bombers that killed security forces in Homs on Saturday, while suggesting that only people with security clearances could get close to the area.",2017-02-25 20:14:13
"The Syrian government delegation at peace talks in Geneva told the United Nations on Saturday that it wanted opposition groups to condemn an attack on security forces earlier in the day, saying that otherwise they would be considered terrorists.",2017-02-25 19:19:58
The United Nations envoy to Syria warned on Saturday that there would be efforts by actors on the ground to try to derail intra-Syrian peace talks after gunmen and suicide bombers killed dozens in Homs following an attack on Syrian security offices.,2017-02-25 16:03:12
"Syria's opposition is impatient for face-to-face peace talks in Geneva, but things could fall apart if Russia does not pressure President Bashar al-Assad on holding talks and push it to abide by a ceasefire, an opposition member said on Saturday.",2017-02-25 15:02:36
"Syria's opposition is impatient for face-to-face peace talks in Geneva, but things could fall apart if Russia does not pressure President Bashar al-Assad on holding talks and push it to abide by a ceasefire, an opposition member said on Saturday.",2017-02-25 15:02:36
"Iran plans to buy 950 tonnes of uranium ore from Kazakhstan over three years and expects to get Russian help in producing nuclear fuel, its top nuclear official said in remarks published on Saturday.",2017-02-25 12:53:16
"The directors of all five Oscar-nominated foreign language films on Friday denounced what they called a ""climate of fanaticism and nationalism"" in the United States and elsewhere, and dedicated their Academy Award to the cause of unity and free expression.",2017-02-25 02:20:03
"A proposal the Trump administration is considering to designate Iran's Islamic Revolutionary Guard Corps a terrorist organization has stalled over warnings from defense and intelligence officials that the move could backfire, according to officials familiar with the matter.",2017-02-24 22:22:11
"A proposal the Trump administration is considering to designate Iran's Islamic Revolutionary Guard Corps a terrorist organization has stalled over warnings from defense and intelligence officials that the move could backfire, according to officials familiar with the matter.",2017-02-24 22:22:11
"Iranian director Asghar Farhadi has chosen an Iranian-American female engineer and a former NASA scientist to represent his film ""The Salesman"" at Sunday's Oscar ceremony, which he is boycotting in protest over U.S. President Donald Trump's crackdown on immigration.",2017-02-24 18:13:48
"The United Nations has handed a working paper on procedural issues and ideas for a political process to the Syrian opposition, its lead negotiator said after holding talks with mediator Staffan de Mistura.",2017-02-24 16:56:37
"Iran's official stock of enriched uranium has fallen by half after large amounts stuck in pipes have been recategorized as unrecoverable under a process agreed with major powers, the U.N. atomic watchdog said on Friday.",2017-02-24 16:24:42
"U.N. mediator Staffan de Mistura handed a working paper on procedural issues to delegations at Syrian peace talks on Friday, but there appeared little prospect of them meeting directly soon.",2017-02-24 13:16:46
"U.N. mediator Staffan de Mistura handed a working paper on procedural issues to delegations at Syrian peace talks on Friday, but there appeared little prospect of them meeting directly soon.",2017-02-24 13:16:46
"Vale SA has stepped up the search for a new chief executive officer as Murilo Ferreira announced his departure, signaling efforts by some top shareholders to shield the world's No. 1 iron producer from political interference, three people with direct knowledge of the situation...",2017-02-24 13:04:14
"Vale SA has stepped up the search for a new chief executive officer as Murilo Ferreira announced his departure, signaling efforts by some top shareholders to shield the world's No. 1 iron producer from political interference, three people with direct knowledge of the situation...",2017-02-24 13:04:14
BASF said it was in talks with Iran over a possible investment of its oil and gas division in the country but no decision was on the cards because of uncertainty over the status of economic sanctions.,2017-02-24 12:09:03
"A Pentagon-led plan to defeat Islamic State, due in draft form by Monday, will look beyond Iraq and Syria to include the threat from jihadists around the world fueling the conflict, America's top general said on Thursday.",2017-02-24 00:25:43
Here are some of the highlights of the Reuters interview with U.S. President Donald Trump on Thursday.,2017-02-23 22:55:10
Chinese telecom equipment maker ZTE Corp has been granted a slightly longer reprieve from export restrictions imposed by the U.S. government as it seeks to resolve a probe of alleged violations of U.S. sanctions on Iran.,2017-02-23 16:30:00
"Brazilian miner Vale SA expects the global price of iron ore to average above $80 per tonne in 2017, on the back of increasing steel demand and a smaller rise in new production entering the market, the company's executive director of ferrous minerals said on Thursday.",2017-02-23 15:14:53
"Iran said on Thursday an increase in oil prices to more than $55 per barrel was not in the interest of OPEC as it would lead to a rise in output by non-OPEC producers, the semi-official Fars news agency reported.",2017-02-23 14:20:51
"The number of people applying for asylum in Britain in 2016 was just over 38,500, falling for the first time in six years, official data showed on Thursday.",2017-02-23 14:08:08
